3,Two people laugh.	#nn
18,A man with a Muslim cap, and white beard, stands on the sidewalk holding orange pamphlets.	dG>dPn_+an_n>dnvau
18,Two men in black hoodies, one of which is smoking a cigarette standing next to a fire.	#G>an_#>pvvdnvn>dn
18,A woman wearing a red and black striped dress is standing next to two women on a sidewalk.	dGvda+avnvvn>#G>dn
18,An elderly man and woman are sitting on lawn chairs holding onto the leash of a brown dog.	dAG+Gvv>nnvndn>daa
18,A man with a bowtie made out of a dollar and wearing glasses is looking into the camera.	dG>dnun>du+vuvv>dn
18,One woman holds a pen, about to write on a piece of paper held by another woman.	#Gudu_X>u>dn>nn>nG
18,A boy in a blue and white tie dye t-shirt is skateboarding on the railing of a building.	dG>da+auunvv>dv>dv
18,Woman wearing a black sunhat, black dress and black Ugg clogs, walking in a city square.	Gvdau_an+aPu_v>dnn
18,A boy in a red hooded-coat is riding a pool broom like a horse in an empty pool.	dG>danvvdnnudn>dan
18,"An old woman wearing a pink, floral dress is walking while holding a magazine under her arm."	unGvda_unvv>vdn>pu
18,A woman wearing a black tank top and a cross necklace stares off into the distance near sunset.	dGvdaun+dunun>dn>n
18,A lady with a red T-shirt is sitting in a green chair and talking while using her laptop.	dn>danvv>dan+v>vpn
18,A black dog on a yard of grass is catching a blue and red ball in its mouth.	daa>dn>nvvda+an>rn
18,A group of six caucasian men are standing on scaffolding laughing, drinking water, and taking pictures.	dn>#uGvv>vv_vn_+vn
18,Two children in a balloon that lets them walk on water, having fun on a sunny day.	#n>dndupu>n_vn>dan
18,A little blond-haired girls peers at the camera through the leaves on the tree that she sits on.	davGu>dn>dn>dndpn>
18,A calm street corner with a man sitting on a stool looking at something on a small platform.	dunn>dGv>dnv>v>dan
18,A young girl with curly hair in bikini lets the water from the beach tide touch her toes.	daG>An>nudn>dnuupu
18,A baseball player in white swings for the ball as the player in brown is waiting to intercept.	dan>avndnddn>avv>u
18,A man in a blue shirt is performing a skateboarding trick near stiars while two other men watch.	dG>danvvdvn>u>#aGu
18,A middle-aged man with a backpack playfully pretends to box with younger child who does not look phased.	dvG>dnAu>n>unqunvv
18,A shirtless man in black shorts is standing on the rocky shore to a large body of water.	duG>anvv>dan>dnn>n
18,2 young childern in bathing suits and goggles, wearing swimsuits and sand toys playing on a bed.	uau>vn+u_vn+nnv>dn
18,Woman playing tennis in a white outfit and white shoes, with 2 men watching from the sidelines.	Gvn>dan+au_>uGv>dn
18,A boy at a skate park is at the apex of his trick while other boys look on.	dG>danv>dn>pn>aGv>
18,A man in jeans standing on the sidewalk, holding a motorcycle helmet, looking towards the road.	dG>nv>dn_vdnn_vndn
18,At a table with her colleagues, a woman in a U.S. Army uniform fills in a chart.	>dn>pu_dG>dPnnu>dn
18,A girl in a flowered dress is carrying a pink bucket down a path next to a fence.	dG>dvnvvdanndnn>dn
18,A man in a beige suit is sitting at a wooden table with five children and drawing pictures.	dG>dunvv>dan>#n+vn
18,A young woman with dark hair is pouring a beverage into a bowl while smiling at the camera.	daG>anvvdu>dn>v>dn
18,A girl with blond-hair is connected to ribbons of many colors and is enjoying some sort of celebration.	dG>uvv>u>an+vvdn>u
18,A group of people in white sports outfits are gathered together while one of them performs a dance.	dn>n>aanvvn>#>puda
18,A man with brown hair is all wet wearing a black shirt that someone is helping him with.	dG>anvduvdandpvvp>
18,A little girl cuddles a kitten while she looks at Christmas presents and an older woman looks on.	daGudn>pv>an+dnGv>
18,A calm street corner with a man sitting on a stool looking at something on a small platform.	dunn>dGv>dnv>v>dan
18,A japanese person with bleached blond-hair set in a design with spikes, wearing a black leather jacket.	dua>vuu>dn>u_vdaan
18,Black heavyset male dressed in brown hood jacket, brown pants and white shirt, playing guitar hero.	auGv>ann_au+an_vnu
18,A blond boy wearing a blue shirt and gray short running or jumping in front of a fence	daGvdan+anvcv>n>dn
18,A group of younger people posing in front of a guard rail on the side of a road.	dn>unv>n>dan>dn>dn
18,A black dog on a yard of grass is catching a blue and red ball in its mouth.	daa>dn>nvvda+an>rn
18,An Asian man and woman smile while the man points to something to the right of the picture.	dnG+Gn>dGu>v>dn>dn
18,A man in a purple colored suit is standing by a purple case and is playing a guitar	dG>davnvv>dau+vvdn
18,A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope	dGvAv>dnAunv+vv>dn
18,A woman in a white dress and a woman in a blue dress are standing on a stage	dG>dan+dG>danvv>dn
18,A little black dog is wearing a red collar and is in the leaves with a blue ball	daaavvdan+v>dn>dan
18,A little black dog is wearing a red collar and is in the leaves with a blue ball	daaavvdan+v>dn>dan
18,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached	duG>danvv+vau>dnuv
18,A woman is taking off a cloak, which is very large, and revealing an extravagant dress	dGvvndu_pvAn_+vdan
18,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	dGqvvdanvvdnndnunu
18,A white rally car is throwing mud into the air and is approaching a bend in the track	daAnvvn>dn+vvdu>dn
19,A football player being tackled from behind by another player from a different team in front of a crowd.	dnnvv>n>nn>dun>n>dn
19,A man is about to saw off a small tree limb while a child in a fireman's hat watches.	dGvX>undanu>dn>dunu
19,A man in a white shirt is holding a saw, standing next to a tree and a child.	dG>danvvdu_vn>dn+dn
19,Two women, one in a blue halter top and the other a pink shirt, enjoy some beer.	#G_#>daun+dadan_udn
19,A woman is pointing down the street to her friend in front of an entrance to a subway station.	dGvvndn>pn>n>dn>dnu
19,A man in a red uniform dives to hit a shuttlecock with his racket during an Olympic badminton match.	dG>danu>vdn>pn>dPun
19,A small child in an orange, white and black coat coming down a snowy hill on an innertube.	dan>da_a+anvndan>dn
19,A red-uniformed hockey player is attempting to control the puck while two white-suited hockey players try to disrupt him.	dvnnvv>vdn>#vnnv>up
19,Four construction workers stand on a beach-side road in the process of being rebuilt; none of them are working.	#nnn>dun>dn>vuu>pvv
19,Four construction workers are smiling, with two talking to each other as the others stare at the camera.	#nnvv_>#v>daddnu>dn
19,A man with a mustache, face paint and a matching red hat and shirt is playing the violin.	dG>du_an+dvan+nvvdn
19,There is a little girl with brown curly hair who is in a bathing suit staring at the water.	EvdaG>aAnqv>dvnv>dn
19,Several people sitting in a boat and standing on a dock on a body of water in the forest	nnv>dn+v>dn>dn>n>dn
19,A man on a bicycle in jeans is doing an air track along a dirt track with graffiti nearby.	dG>dn>nvvdnnndan>ua
19,Guy in a green shirt sitting on stairs in front of a statue of a lion and a man.	n>danv>n>n>dn>dn+dG
19,A woman wearing glasses and a brown beanie next to a girl with long brown hair holding a book.	dGvu+daun>dG>aanvdn
19,A shirtless man, wearing a brown kilt and backpack, gives a thumbs up on a city sidewalk.	duG_vdan+n_udu>>dnn
19,A man in a suit, sitting behind a desk covered with radio paraphernalia, speaks into a microphone.	dG>dn_vndnv>uu_u>dn
19,Black man in a nice suite that matches the rest of the choir he's singing with near a piano.	aG>daudndn>dnuv>>dn
19,Five musicians, a man and four women, practicing sheet music (using flutes ) in a living room.	#n_dG+#G_vunvuu>dvn
19,A man is standing inside a doorway that is in a wall painted with a mural of a woman.	dGvvndndv>dnv>dn>dG
19,A woman wearing glasses and a brown beanie next to a girl with long brown hair holding a book.	dGvu+daun>dG>aanvdn
19,2 females, 1 from germany and 1 from China, compete in a wrestling match on a mat.	uu_u>u+u>P_u>dvn>dn
19,A scottish band, whose members are dressed in kilts, marching in front of onlookers, playing bagpipes.	dnn_uuvv>n_v>n>u_vu
19,A man in a white shirt is holding a saw, standing next to a tree and a child.	dG>danvvdu_vn>dn+dn
19,Two women with black hair wearing flower leis standing in a store with a baby in a baby stroller.	#G>anvnuv>dn>da>dan
19,The soccer player in the checked shirt is moving the ball pursued by the players on the other team.	dan>dvnvvdnv>dn>dan
19,A man in a red stripe shirt on the ground being helped by a man in a green hat.	dG>daun>dnvv>dG>dan
19,A man in a black shirt and gray pants holds his luggage at what appears to be an airport.	dG>dan+auupu>qu>vdn
19,Three men all dressed in red shirts and jeans are sitting in front of a building enjoying some beers.	#Gdv>an+nvv>n>dvvdn
19,A little girl with a flower on her swimsuit stands on a lake-beach while others frolic in the background.	daG>dn>pnn>dn>nu>dn
19,A young girl dressed in nice springtime clothes is strolling on a lawn by a man-made creek and pond.	daGv>auuvv>dn>dun+n
19,Two women with black hair wearing flower leis standing in a store with a baby in a baby stroller.	#G>anvnuv>dn>da>dan
19,Two women with black hair wearing flower leis standing in a store with a baby in a baby stroller.	#G>anvnuv>dn>da>dan
19,There is a little girl with brown curly hair who is in a bathing suit staring at the water.	EvdaG>aAnqv>dvnv>dn
19,A man and woman at a table, the woman has a cup with drink in front of her.	dG+G>dn_dGudn>n>n>p
19,A person dressed in brown and gray walks down a long street lined with yellow-walled buildings with tiled roofs.	dav>a+aundanv>vv>vn
19,An old woman in a blue dress and a young child sit in a doorway while others walk by.	dnG>dan+danu>dn>nu>
19,A woman in a denim jumper and another woman in a navy blue jacket are overlooking a mountain range.	dG>duu+nG>duanvvdnu
19,A man is standing at a Latino birthday party with a large, white, unfolded piece of paper.	dGvv>dPun>dn_a_vn>n
19,A young man has a newspaper covering his face as he sleeps in a chair outside by a bicycle.	daGudnvpadpu>dnn>dn
19,Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.	#u>n>dn+dnGvdnvv>dn
19,Five musicians, a man and four women, practicing sheet music (using flutes ) in a living room.	#n_dG+#G_vunvuu>dvn
19,Black man stands outside a building with a Van Wagner sign while wearing a blue suit and tan hat.	aGnndv>dnPn>vdan+an
19,Guy in a green shirt sitting on stairs in front of a statue of a lion and a man.	n>danv>n>n>dn>dn+dG
19,The referee is about to drop the puck in a hockey game, the players are ready for action.	duvX>udn>dnn_dnvanu
19,A group of people dressed in green and white are dancing in a circle outside of a white building.	dn>nv>a+avv>dnn>dav
19,A brown-haired woman is holding a baby boy wearing a shirt with Reindeer on it and a chef's hat.	dvGvvdaGvdn>n>r+dan
19,Two mannequins are standing in the window behind a man who is taking a break from playing an instrument.	#uvv>dnndGqvvdn>vdn
19,A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.	dGvdvuvvdu>an>dn_av
19,The male, who is dark skinned, is standing on one hand in front of a yellow building	dG_qvav_vv>#u>n>dav
19,A person who rides bikes, in a black and red uniform, is standing on a dirt bike	daqun_>da+an_vv>dan
19,The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back	dGuan+u_nu>du+dv>dn
19,The woman in a red costume is not leaning against a brick wall and is not playing an instrument	dG>danvnvndan+vnvdn
19,The group of people is sitting on a ledge which is rocky and a scenic view is behind them	dn>nvv>dnpva+duuvnp
19,Two large dogs, a light colored one and a dark one, are sleeping on a snowy terrain	#nn_dnv#+da#_vv>dan
19,The blonde girl with the pink top is happily smiling and wearing funny glasses with a large nose attached	duG>danvAv+vau>dnuv
19,A boy, who is wearing a blue coat, is being held by his father under an umbrella 	dG_qvvdan_vvn>pn>dn
19,A girl in an orange shirt and clown makeup is standing in a park and others are looking on	dG>dan+uuvv>dn+nvv>
19,The man in a cowboy hat is walking through a market and is putting a hand in his pocket	dG>dnnvv>dn+vvdu>pu
19,There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass	Evdaavdanu+v>daa>dn
19,Her best friend was a German outside of the concentration camp, which brought her to the second thing.	punudPn>dun_pnp>duv
20,Two women are standing in a wet marsh looking at a tree, there is very long grass surrounding them.	#Gvv>duuv>dn_EvAanvp
20,A person in a green jacket and yellow pants is on a snowboard coming down a roof into the snow.	da>dan+auv>dnvndn>dn
20,Woman wearing brown sandals and blue jeans, in a white shirt, holding a baby under a tall tree.	Gvau+an_>dan_vda>dan
20,An older man with glasses on stands while cutting a cake, as a woman and young girl sit waiting.	dnG>u>n>vdn_ddG+aGuv
20,A seven piece band plays on a small crowded stage in front of a person wearing a checkered hooded shirt.	d#nnn>davn>n>davdvvn
20,A woman next to a subway entrance in a tan coat is asking a woman in a pink coat directions.	dGn>dnn>danvvdG>danu
20,Three men in white shirts dance and sing on a stage as a group of women watch from the sidelines.	#G>ana+u>dnddn>Gu>dn
20,A man with glasses, gray hair and all black clothing is sitting down in front of a musical stand.	dG>u_an+davvvn>n>dan
20,An African-American man plays the harmonica and electric guitar simultaneously into a microphone outside in front of a parking lot.	dPGndu+anA>dnn>n>dvn
20,Woman wearing brown sandals and blue jeans, in a white shirt, holding a baby under a tall tree.	Gvau+an_>dan_vda>dan
20,A man in shorts, t-shirt and a baseball cap sleeps in the back of a vehicle next to luggage.	dG>n_n+danu>dn>dnn>u
20,A man in a purple shirt is bending over backwards at the waist while a group of barefoot onlookers clap.	dG>danvv>u>dn>dn>nuu
20,A man, wearing a white shirt with a black vest, strums his orange guitar on the blake stage.	dG_vdan>dan_upan>dan
20,A person in a red hat and shoes doing stunts on a red bike while a person in yellow watches.	da>dan+uvu>dan>da>au
20,A young, black male athlete in a red uniform is running a race on a road in the rain.	da_aGu>danvvdn>dn>dn
20,A woman on the side of the picture typing on a keyboard with a laptop computer in front of her.	dG>dn>dnv>dn>dnn>n>p
20,As others wait outside the public building for the doors to open, one young Irish dancer practices her jig.	dnundnvndn>a_#aPuupu
20,A black girl in a purple jacket is looking at a book, as she sits on a colorful chair.	daG>danvv>dn_dpn>dan
20,A black girl in a purple jacket is looking at a book, as she sits on a colorful chair.	daG>danvv>dn_dpn>dan
20,Two men, one in a suit jacket and the other in a sweatshirt, are talking at a party.	#G_#>dnn+da>dn_vv>dn
20,A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water.	daGvda_a+avn_vu>dn>n
20,Four people gather around a food truck, two sitting and two standing near the condiments table and a trashcan.	#nundna_#v+#v>dun+du
20,Four people gather around a food truck, two sitting and two standing near the condiments table and a trashcan.	#nundna_#v+#v>dun+du
20,"A boxer wearing red is punching a boxer wearing white and blue, while both men are wearing boxing gear."	unvavvdnva+a_>NGvvvn
20,The man is gesturing towards the young adults who are sitting on park benches in front of a landscaped background.	dGvvndanqvv>nu>n>dvn
20,The man is gesturing towards the young adults who are sitting on park benches in front of a landscaped background.	dGvvndanqvv>nu>n>dvn
20,Three men in white shirts dance and sing on a stage as a group of women watch from the sidelines.	#G>ana+u>dnddn>Gu>dn
20,A girl in a green knit cap stands ready to push a sled, with a little boy behind her.	dG>daunna>udv_>daGnp
20,A girl in a green knit cap stands ready to push a sled, with a little boy behind her.	dG>daunna>udv_>daGnp
20,A woman on the side of the picture typing on a keyboard with a laptop computer in front of her.	dG>dn>dnv>dn>dnn>n>p
20,A girl dressed in a pink sweatshirt and pink and white striped skirt plays in the waves at the beach.	dGv>dan+a+avnn>dn>dn
20,Woman wearing brown sandals and blue jeans, in a white shirt, holding a baby under a tall tree.	Gvau+an_>dan_vda>dan
20,The man is gesturing towards the young adults who are sitting on park benches in front of a landscaped background.	dGvvndanqvv>nu>n>dvn
20,There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling	Evdan>nanvdan_dn+u+v
20,A woman, who is young and Asian, with gloves colored in pink, is standing in the snow	dG_qva+n_>uv>a_vv>dn
20,A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	dan>nanvvdan_dn+u+vv
20,Her mother, pregnant with her third child, had been led away by a doctor or something like that.	pn_u>pun_uvun>ducvud
20,She had heard about the terrible experiments they did on people, and she had a few preformed on her.	puuXduupu>n_+pudav>p
20,Her ankle was still pretty messed up from it, as they had put screws and other things through it.	puuauv>>r_dpuuu+av>r
21,A group of three individuals involved in an event geared towards epilepsy, singing and performing for a group of people.	dn>#uv>dnvnu_v+vndn>n
21,A little girl in a swimsuit on the beach at the edge of the water between large rocks .A woman with.	daG>dn>dn>dn>dnunauG>
21,A bald man wearing all black waits for the subway and so does another man who is leaning on a pillar.	dnGvdaundn+uunGqvv>dn
21,A man in sungalsses with a beard wearing a black top hat with pink, green, purple and pink feathers.	dG>u>dnvdann>a_a_a+au
21,A young girl lights candles next to a woman with closed eyes with her hands folded in front of her face.	daGnvn>dG>vu>pnv>n>pa
21,A man in a yellow helmet, white shirt, and blue pants rides a red motorbike past a low hedge.	dG>dan_an_+auudanndan
21,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.	nG>vn+uG>danvvn>a+avn
21,A man and a woman, both pushing strollers with children in them, are stopped and looking at each other.	dG+dG_Nvn>n>p_vv+v>da
21,Three men, two in black business suits and one in a black dress shirt are reviewing notes for a presentation.	#G_#>aun+#>dannvvnndn
21,Four women grouped together, three of them looking at the camera and one of them standing, in a backyard.	#Gvn_#>pv>dn+#>pv_>dn
21,A white dog wearing a red tag with brown on the left side of its face is jumping into the water.	daavdau>a>dun>ravv>dn
21,An construction worker in a lime-green safety vest and orange hard hat is looking closely at something held in his hands.	dnn>duun+aunvvA>vn>pn
21,A young girl with long dark hair wearing a white top and black shirts jumping in the air in the yard.	daG>aanvdan+anv>dn>dn
21,Small child in lavender coat flips through a paperback book while sitting on a multicolored bench in front of classroom supplies.	an>unu>dun>v>dvn>n>nn
21,Four women grouped together, three of them looking at the camera and one of them standing, in a backyard.	#Gvn_#>pv>dn+#>pv_>dn
21,A skillful construction worker sits high on a ledge while using a circular saw to trim wood to the precise size.	dunnnn>dn>vduu>ua>duu
21,A woman dressed in jeans and a shirt, auditioning for a play, while a man waits for his turn.	dGv>n+dn_vndu_>dGunpu
21,Small child in lavender coat flips through a paperback book while sitting on a multicolored bench in front of classroom supplies.	an>unu>dun>v>dvn>n>nn
21,Two men, one younger than the other and wearing glasses, sit on the beach in shorts and read magazines.	#G_#uuda+vu_u>dn>n+un
21,Two toddlers, one wearing purple, and the other wearing white, sit before each other on a wood floor.	#n_#va_+dava_uuda>dan
21,A woman stands on a concrete block taking a picture of a group of people on a sidewalk beside the road.	dGn>dauvdn>dn>n>dnndn
21,A man in a leather coat is walking down a brick sidewalk next to a woman wearing a colorful blue dress.	dG>danvvndann>dGvdaan
21,Two young females one in strip shirt and one in white shirt, both with jackets in hand walking down street.	#au#>un+#>an_N>n>uvnn
21,People are walking around and a woman leans on a baby carriage while a large crowd is seen in the background.	nvvn+dGu>dau>dnnvu>dn
21,Two men are on a beach bending down with one foot and one arm in the air at the same time.	#Gv>dnvn>#u+#u>dn>dXu
21,"A group of dancers with green shirts are all holding hands in a circle, one lady has a white shirt."	un>u>anvdvn>dn_#nudan
21,People are walking around and a woman leans on a baby carriage while a large crowd is seen in the background.	nvvn+dGu>dau>dnnvu>dn
21,A woman wearing black and gray clothing is holding a baby wearing a holiday themed jacket and an adult chef's hat.	dGva+avvvdavduvn+dnan
21,A young blond Asian woman wearing a black jacket standing in front of several other young Asians at an outdoor gathering.	daanGvdanv>n>naan>dav
21,A child in a red shirt and pants puts a green plastic bucket with Easter eggs on it on her head.	dn>dan+uudaun>Pn>r>pn
21,A little girl kneels on a ledge at the edge of a fence, with a bucket in front of her.	daGu>dn>dn>dn_>dn>n>p
21,A biker with a blue jacket, black pants and a white helmet is driving recklessly on dirt and people watch	dn>dan_au+danvvA>a+nu
21,A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass	da_pvn+a_vvdn>rn+v>dn
21,A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	da_pvn+a_vvdn>rn+v>dn
21,A topless person with a back pack is in front of a pile of rocks and clouds are in the background	dna>dnuv>n>dn>a+uv>dn
21,A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background	dGvvdan+vndan>dn>n>dn
21,A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	da_pvn+a_vvdn>rn+v>dn
21,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background	dGvvdan+vndan>da>n>dn
22,A woman holding a camera and another woman, both with long flowing dresses, look into the distant on a riverbank.	dGvdn+nG_N>avu_v>dn>dn
22,An older man in a red sweatshirt stands in front of a group of children sitting on benches in front of him.	dnG>dann>n>dn>nv>u>n>p
22,Six casually dressed people watch from the comfort and protection of a wooden rail while a restaurant employee stands in the background.	#Avnu>du+u>dan>dnun>dn
22,A man with a goatee, glasses, hate with wings is examining what looks to be some kind of sound equipment.	dG>du_u_u>uvvqv>vdu>nn
22,A person in a green jacket and pants appears to be digging in a wooded field with several cars in the background.	da>dan+uu>vv>dvn>nn>dn
22,Two men, one holding a white cup and the other holding a phone, stand inside a room during the daytime.	#G_#vdan+davdn_nndn>dn
22,A man whose face has been painted silver with white stripes plays the violin while dressed in a red cloak and hat.	dGuauvvn>aundn>v>dau+n
22,A man is standing in the doorway of a building with a large mural portrait of a woman on the wall outside.	dGvv>dn>dv>dnnu>dG>dnn
22,A man confronts a bull at a rodeo while another man runs and a third attempts to stay out of the way.	dGudn>dn>nGu+duu>un>dn
22,A toddler sits on the floor amid a floury mess that he has created with his hand still in the flour container.	dnn>dnuduudpuv>pua>dan
22,Six casually dressed people watch from the comfort and protection of a wooden rail while a restaurant employee stands in the background.	#Avnu>du+u>dan>dnun>dn
22,A man with a goatee, glasses, hate with wings is examining what looks to be some kind of sound equipment.	dG>du_u_u>uvvqv>vdu>nn
22,Two older women in bathing suits are intrigued by a man walking down the stairs with a white parachute over his head.	#nG>vnvv>dGvndn>dau>pn
22,A few people are sitting down watching a woman present something in a classroom as an gentleman looks reluctant in the background.	danvvnvdGuv>dnddnvu>dn
22,A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.	dG>dan+nvv>dan>vdn>nGv
22,A woman in a pink sweater sitting next to a man in a white windbreaker in front of a mobile food van.	dG>danvn>dG>dau>n>dunn
22,A woman in a pink sweater sitting next to a man in a white windbreaker in front of a mobile food van.	dG>danvn>dG>dau>n>dunn
22,A man with gray hair and a blond woman sitting on the same side of a table with bikes in the background.	dG>an+daGv>dXn>dn>n>dn
22,Two men, one holding a white cup and the other holding a phone, stand inside a room during the daytime.	#G_#vdan+davdn_nndn>dn
22,A man is standing in front of a party, with several children and party decorations (including balloons) also in the shot.	dGvv>n>dn_>nn+nuvut>dn
22,A young girl around 10 years old hitting what appears to be a tennis ball with a golf club from a tee.	daGnuunvqu>vdnn>dnu>dn
22,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	dG>anvvdun+vv>dn>dG>an
23,A football player wearing a number 23 white jersey tackles a football player wearing a red, number three jersey while fans cheer.	dnnvduuanudnnvda_u#n>nu
23,One standing man and one seated man in a concrete block alley on cellphones, both wearing fitted caps and loose-fitting khaki clothing.	#vG+#vG>dauu>u_Nvvn+vuv
23,A woman wearing a purple and white tank top is walking beside a building while carrying a tray of oranges on her head.	dGvda+aunvvndv>vdu>u>pn
23,A woman in a white and blue tank carries a tray of food on her head while walking in front of a church.	dG>da+aundu>n>pn>v>n>dn
23,At a skate park one man skateboards, one rides a scooter and 2 men record the skateboarder from below and above him.	>dan#Gn_#udn+uGuda>u+np
23,A group of seven men perform on a stage with microphones and guitars as several young men and women dance and look on.	dn>#Gu>dn>u+ndnaG+Ga+v>
23,A girl in a blue dress stands on a wooden plank that's affixed to a tree, staring downward while maintaining her balance.	dG>dann>dauuv>dn_vu>vpa
23,A girl in a blue dress stands on a wooden plank that's affixed to a tree, staring downward while maintaining her balance.	dG>dann>dauuv>dn_vu>vpa
23,One standing man and one seated man in a concrete block alley on cellphones, both wearing fitted caps and loose-fitting khaki clothing.	#vG+#vG>dauu>u_Nvvn+vuv
23,A boy with a green cap and red jacket is helping a man with a brown coat that is laying on the floor.	dG>dan+anvvdG>dandvv>dn
23,Cheerleader on top of a cheerleading pyramid, girls are looking up at her one is in the background doing the same cheer.	a>n>dvu_Gvv>>p#v>dnvdXu
23,A girl in a blue dress stands on a wooden plank that's affixed to a tree, staring downward while maintaining her balance.	dG>dann>dauuv>dn_vu>vpa
23,A man is skateboarding in a park, and he is on a wall, and there are other skateboarders in the background.	dGvv>dn_+pv>dn_+Evan>dn
23,A little girl playing with a knob on a closet in a room and a little boy jumping on someone on a bed.	daGv>dn>dn>dn+daGv>p>dn
23,Two men standing, both in shorts, in a crowd of others outside on the grass, some sitting and some standing.	#Gv_N>n_>dn>nn>dn_dv+dv
23,A young man wearing shorts, sandals, and a red shirt, stands next to a downed tree, blocking a path.	daGvn_u_+dan_nn>dvn_vdn
23,At a skate park one man skateboards, one rides a scooter and 2 men record the skateboarder from below and above him.	>dan#Gn_#udn+uGuda>u+np
23,A woman in a tank top is sitting and knitting at a table, with a bottle of something to drink beside her.	dG>dunvv+v>dn_>dn>v>nnp
23,A teenage boy is holding up a large white sheet of paper at an event, with two toddlers also in the picture.	dnGvv>dnau>n>dn_>#nt>dn
23,Three musicians standing on a stage, one is playing an instrument with a keyboard and the other two are singing into microphones.	#nv>dn_#vvdn>dn+da#vv>u
23,A man in a white outfit is standing in a leaning forward position with other people in similar outfits standing in the background.	dG>danvv>dvuu>an>unv>dn
23,A guy in a white shirt is giving a lecture to a group of kids seated at picnic tables outside of a school.	dn>danvvdu>dn>nv>aun>dn
24,A female worker wearing a white uniform is preparing a flaming dish at a banquet table under a green, yellow and white tent.	dGnvdanvvdvn>dun>da_a+an
24,Two men in hoodies loiter on the steps of an imposing looking public building next to a statue of a man and a lion.	#G>nu>dn>dvvnvn>dn>dG+dn
24,An old man with a long white beard, a child in a striped shirt and a chicken are pictured standing outside a tent.	dnG>daan_dn>dvn+dnvvvndn
24,A man in a blue hat and green coat is holding a sign that says slow, with RVs parked in back of him.	dG>dan+anvvdndun_>uv>n>p
24,A man in a suit is a playing a one man band with a harmonica, guitar, amp and microphone in the street.	dG>dnvdvd#Gn>du_n_u+n>dn
24,Two young men, one wearing a black shirt and the other wearing a white shirt, are looking at papers on a table.	#aG_#vdan+davdan_vv>n>dn
24,A woman in a black shirt holding a cherry pie on top of her head, the pie is still in the baking dish.	dG>danvduu>n>pn_duva>dvn
24,The operator of an ice cream truck standing in the window of his truck looking at something to his right through the open window.	du>dnuav>dn>pav>v>pn>dan
24,There is a performance with a man in a t-shirt and jeans with a woman in all black while an audience watches and laughs.	Evdu>dG>dn+n>dG>da>dnu+n
24,Two uniformed police officers are holding large guns, while an older man sits on the stairs, holding his hat and looking on.	#vnnvvnn_>dnGn>dn_vpn+v>
24,A blond woman wearing a gray jacket converses with an older man in a green shirt and glasses while sitting on a restaurant patio.	daGvdanu>dnG>dan+u>v>dnn
24,A boy in a diaper jumps onto a bed with a striped covering and red pillow in a room with toys and a chair.	dG>dunndn>dvv+an>dn>n+dn
24,A woman and a child sit together in a door frame along a gray sidewalk, as a man and two women walk past.	dG+dnun>dnundan_ddG+#Gun
24,Two uniformed police officers are holding large guns, while an older man sits on the stairs, holding his hat and looking on.	#vnnvvnn_>dnGn>dn_vpn+v>
24,Two men in hoodies loiter on the steps of an imposing looking public building next to a statue of a man and a lion.	#G>nu>dn>dvvnvn>dn>dG+dn
24,A man in black rimmed glasses and a blue button down shirt and a woman in a black and white tank top laugh together.	dG>avu+daunn+dG>da+aunnn
24,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.	dG>da+anv>dduG>duun>duan
24,Square dancers decked out in green and white square-dance attire circle around on a tiled patio with arches and palm trees in the background.	nuvn>a+auunn>dvn>u+uu>dn
24,A man in black rimmed glasses and a blue button down shirt and a woman in a black and white tank top laugh together.	dG>avu+daunn+dG>da+aunnn
25,A girl with long pigtails and a barbie bag touching the orange poles along with other little girls wearing a white shirt and blue shorts.	dG>an+dunvdann>aaGvdan+an
25,Three people, two seated on a large rolled up piece of artifcial turf and a female standing talking to one of the seated men.	#n_#v>dnv>n>an+dGvv>#>dvG
25,Two men are standing in a room, pointing in opposite directions, while another man is standing in between them looking to his left.	#Gvv>dn_v>uu_>nGvv>upv>pu
25,The man sitting seems to be reading while waiting for the bus while the people in the background seem to blend in with the landscape.	dGvv>vv>vndn>dn>dnv>u>>dn
25,A man in a black shirt and red and white hat swinging a golf club at a golf ball that is sitting in green grass.	dG>dan+a+anvdnu>dnndvv>an
